time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17
46,1947.063,725.326,1763.109,1248.819,810.677,628.094,1711.148,1049.711,1376.28,1262.747,948.358,1212.287,908.555,1543.766,1607.599,944.31,1890.237
48,2067.475,797.102,1795.906,1325.859,774.133,648.781,1826.348,1078.98,1437.007,1323.727,993.235,1146.553,895.629,1634.044,1723.054,957.994,1931.886
50,2033.466,765.227,1802.159,1342.692,773.364,616.996,1786.547,1064.415,1414.374,1341.932,981.222,1272.652,826.051,1556.168,1626.183,908.282,1847
52,2094.144,743.521,1777.714,1374.83,776.987,640.477,1718.105,1036.928,1427.544,1407.577,1001.392,1220.556,804.438,1632.427,1648.387,867.047,1751.114
54,2115.295,764.125,1831.237,1362.984,740.237,678.539,1833.094,1041.209,1439.277,1462.556,1090.952,1242.167,794.707,1656.259,1698.381,949.123,1692.554
56,2142.715,708.766,1810.398,1403.795,777.753,724.656,1907.953,1021.312,1501.9,1400.055,1132.969,1199.648,821.09,1667.25,1700.862,897.712,1623.019
58,2217.852,773.268,1969.74,1356.08,829.918,745.414,1847.68,1125.077,1523.508,1562.805,1173.024,1218.307,897.867,1739.272,1754.676,951.25,1745.633
60,2248.785,717.104,1762.393,1426.103,719.5,766.266,1969.672,1065.479,1462.142,1353.959,1141.72,1144.379,850.914,1659.513,1718.238,897.079,1617.222
62,2288.508,781.031,1900.406,1420.379,807.139,791.836,1912.078,970.049,1535.953,1367.273,1177.29,1180.884,930.57,1770.62,1800.175,956.278,1772.127
64,2334.542,752.469,1977.901,1469.132,824.073,876.168,1868.148,995.126,1596.604,1386.488,1231.017,1224.949,899.262,1793.665,1758.203,919.753,1845.171
66,2338.307,758.516,1919.089,1422.779,745.791,937.227,1905.273,1026.788,1549.392,1349.863,1117.232,1230.935,850.422,1818.487,1794.481,923.509,2020.225
68,2349.947,830.568,1901.359,1514.047,764.68,882.66,1849.402,1032.857,1526.921,1413.427,1129.253,1262.771,812.363,1829.658,1786.344,917.902,1646.12
70,2513.94,951.143,1994.086,1535.531,818.801,825.352,1989.973,968.645,1638.718,1493.826,1220.126,1272.915,956.422,1867.247,1904.613,1002.585,1830.924
72,2494.098,927.021,1900.982,1530.199,796.114,824.422,1952.203,1047.484,1696.597,1515.369,1248.188,1268.771,980.773,1863.104,1909.536,986.231,1745.253
74,2586.089,960.805,1997.966,1611.913,846.082,880.422,1987.332,1015.387,1688.862,1553.242,1242.915,1278.877,1029.316,1919.174,1909.567,962.943,1726.288
76,2581.434,880.591,1894.346,1559.047,826.953,880.805,1946.809,985.696,1682.423,1499.962,1236.399,1288.382,974.934,1920.047,1860.968,955.443,1711.07
78,2614.874,864.979,1852.023,1620.85,859.117,996.359,2051.059,1028.057,1715.394,1484.106,1241.556,1355.246,973.438,1858.68,1983.917,941.563,1645.402
80,2662.052,772.268,1822.969,1652.788,886.111,1134.434,2047.5,1033.209,1765.931,1585.509,1243.321,1347.416,965.867,1900.532,1934.364,1029.861,1729.203
82,2768.601,843.977,1931.549,1718.451,918.589,1157.68,2086.996,1085.802,1867.185,1535.628,1307.218,1401.089,1012.684,1888.665,1880.55,1037.541,1712.155
84,2684.661,825.703,1914.365,1595.763,781.358,1030.449,1946.707,1067.14,1851.984,1549.887,1304.799,1465.451,985.996,1847.244,1840.39,993.288,1683.478
86,2776.163,883.721,1948.112,1598.603,789.994,972.148,1960.23,1087.493,1884.108,1570.451,1243.758,1426.819,1003.113,1868.826,1876.261,1047.741,1746.063
88,2820.992,797.984,1968.591,1627.806,743.611,1048.645,1981.656,1035.395,1938.197,1555.604,1269.553,1480,967.965,1851.797,1891.745,1015.88,1749.304
90,2763.212,895.703,1896.224,1582.984,784.408,1018.66,2019.387,1044.318,1971.244,1498.966,1227.857,1454.341,970.898,1763.497,1862.951,1041.028,1756.674
92,2710.372,831.867,1879.341,1508.036,806.051,990.027,2063.371,1001.138,2010.695,1587.167,1188.451,1419.311,963.848,1822.554,1856.39,1010.18,1736.218
94,2826.817,818.685,1964.583,1546.594,776.747,985.328,2100.984,1038.057,2008.167,1575.775,1239.72,1423.068,954.477,1871.272,1850.937,997.111,1763.361
96,2835.668,872.617,2013.156,1581.312,813.225,1057.488,2014.223,1087.943,2048.979,1627.584,1280.601,1473.771,948.398,1865.829,1863.117,1075.861,1758.079
98,2850.789,778.659,1857.365,1532.754,838.5,1007.523,2131.824,1069.246,2007.166,1633.58,1222.406,1457.215,970.203,1813.892,1913.281,1020.228,1814.275
