time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16,cell 17
22,2620.407,2178.283,1830.938,2021.938,3401.297,2500.938,2018.441,4652.418,4132.488,3214.615,2324.607,1908.419,1746.932,2403.331,1385.07,1107.006,1157.3
24,2682.519,2100.495,1798.879,2030.668,3326.316,2493.527,1978.781,4804.352,4076.043,3127.995,2414.662,1958.534,1674.396,2397.586,1452.721,1030.61,1107.621
26,2686.774,2044.638,1738.809,1928.755,3415.348,2500.836,2014.617,4829.102,4010.5,3164.252,2422.539,2035.404,1716.057,2421.802,1543.81,1052.441,1108.884
28,2598.556,2082.526,1784.211,1793.774,3349.41,2474.75,1930.09,4667.031,3953.531,3057.843,2383.195,1959.82,1676.607,2397.857,1556.232,1048.333,1127.693
30,2617.544,2261.614,1751.906,1610.87,3379.695,2570.391,1977.383,4622.402,3903.156,3153.076,2355.069,1961.013,1659.802,2384.544,1570.036,1004.695,1129.15
32,2585.616,2185.836,1686.051,1474.995,3276.551,2497.18,1931.176,4678.48,3902.695,3023.463,2309.539,1917.227,1586.31,2222.208,1500.878,1047.136,1057.345
34,2546.871,2276.177,1750.277,1491.644,3299.422,2418.969,1889.07,4497.52,3923.559,2945.219,2370.582,1973.638,1644.266,2349.534,1520.893,1102.085,1098.519
36,2637.533,2420.945,1715.238,1486.678,3282.133,2460.824,1904.926,4540.641,3960.426,2915.561,2268.885,2017.628,1684.146,2332.164,1506.456,1078.503,1123.601
38,2620.45,2772.836,1728.629,1464.394,3474.605,2520.195,1938.129,4508.07,3927.891,2931.608,2322.828,2060.497,1639.812,2326.432,1564.398,1145.034,1142.41
40,2574.774,2688.051,1707.77,1594.678,3606.512,2603.035,2010.418,4502.082,3878.277,3069.311,2208.16,2012.604,1628.393,2302.456,1568.531,1222.164,1144.119
42,2624.436,2492.423,1809.703,1559.957,3527.555,2596.438,1964.852,4463.312,3845.047,3076.912,2186.424,2011.159,1627.888,2339.318,1538.143,1229.345,1150.304
44,2567.877,2193.918,1770.223,1594.312,3415.5,2529.789,1968.105,4473.352,3866.695,2996.888,2230.636,1991.18,1613.294,2274.547,1557.831,1192.492,1157.942
46,2586.198,2228.809,1657.531,1456.793,3506.02,2450.984,1891.246,4337.223,3797.184,2999.689,2113.739,1967.716,1550.841,2315.299,1480.052,1111.74,1072.795
48,2615.914,2171.577,1658.262,1427.495,3401.172,2436.703,1926.246,4265.391,3749.055,2851.036,2196.665,1924.977,1516.992,2397.859,1411.768,1083.051,1030.922
50,2622.181,2136,1652.645,1495.49,3515.926,2476.258,1933.48,4389.703,3598.516,2810.513,2112.871,1977.69,1543.221,2371.69,1331.234,1078.056,1112.666
52,2532.043,2224.447,1666.844,1463.837,3501.285,2441.629,1927.363,4491.836,3663.902,2861.907,2093.822,1918.255,1557.992,2482.161,1366.831,1105.96,1067.867
54,2498.261,2174.846,1696.781,1447.005,3388.102,2502.422,1903.781,4732.016,3711.926,2869.266,2105.04,1934.326,1532.203,2424.336,1353.724,1105.299,1046.778
56,2386.725,2163.198,1657.746,1482.481,3338.027,2412.074,1848.125,4479.086,3790.59,2815.349,2138.991,2072.185,1531.917,2487.411,1452.117,1155.006,1082.751
58,2473.046,2231.788,1725.25,1475.562,3483.062,2437.551,1878.895,4456.301,3858.98,2824.983,2203.387,2084.667,1537.201,2398.508,1418.328,1119.537,1100.608
60,2500.756,2220.986,1695.047,1543.024,3317.223,2442.137,1896.891,4348.383,3749.57,2825.492,2124.02,1986.505,1500.411,2396.951,1384.122,1172.695,1147.399
62,2418.53,2050.795,1710.016,1489.13,3220.148,2467.062,1900.152,4320.969,3883.957,2775.314,2153.026,2056.833,1533.771,2406.818,1470.643,1177.763,1130.225
64,2377.599,2018.84,1811.008,1555.077,3228.133,2552.027,1863.348,4319.273,3881.16,2682.751,2204.484,1956.836,1583.888,2374.047,1406.982,1185.209,1191.16
66,2439.728,2130.386,1818.27,1599.322,3147.77,2405.879,1918.355,4272.199,3779.582,2720.644,2193.774,1955.945,1558.568,2401.471,1386.638,1263.023,1209.321
68,2443.017,2131.379,1787.309,1597.688,3196.414,2459.086,1980.094,4484.062,3612.227,2779.774,2197.072,1870.81,1523.393,2416.661,1425.841,1168.559,1228.669
70,2403.865,2089.113,1754.785,1600.827,3011.922,2507.312,1874.078,4296.586,3520.551,2774.428,2124.08,1963.833,1510.57,2384.284,1436.461,1170.096,1118.072
72,2384.963,2067.041,1720.441,1679.125,3033.773,2468.242,1895.891,4187.895,3567.074,2784.537,2202.384,2011.203,1544.982,2382.294,1402.904,1121.04,1129.87
74,2459.682,2121.983,1879.758,1623.697,3186.879,2414.113,1907.371,4406.496,3559.637,2752.523,2098.937,2054.083,1496.839,2309.109,1333.987,1194.48,1106.792
76,2397.129,2067.761,1789.949,1610.774,3137.402,2414.113,1901.992,4296.289,3702.801,2683.466,2109.931,2044.219,1513.201,2276.357,1297.945,1170.04,1103.43
78,2370.433,2022.113,1903.332,1588.279,3126.66,2358.656,1902.621,4202.367,3798.117,2652.401,2089.777,1993.419,1419.799,2327.789,1259.349,1118.469,1050.294
80,2347.86,1949.669,1870.039,1617.861,3200.379,2473.996,1743.09,4256.695,3674.688,2658.829,2169.883,2020.784,1443.919,2379.357,1331.732,1181.542,1130.065
82,2311.238,1896.167,1832.352,1539.769,3167.543,2447.898,1665.66,4146.035,3594.137,2761.772,2061.59,1947.688,1421.258,2346.688,1326.359,1098.751,1149.334
84,2283.241,1908.625,1728.867,1596.832,3344.57,2413.469,1731.809,4134.688,3626.27,2795.703,2162.106,1913.935,1398.716,2243.651,1302.477,1107.927,1112.502
86,2311.16,1922.116,1658.387,1465.519,3364.254,2352.895,1788.871,4195.242,3569.617,2712.891,2180.954,1999.359,1482.531,2275.763,1272.148,1154.107,1091.754
88,2348.003,1968.625,1632.844,1528.726,3380.848,2440.574,1822.277,4078.5,3703.309,2739.907,2129.447,2033.945,1492.294,2274.849,1346.831,1155.237,1155.638
90,2449.481,2091.683,1632.449,1559.534,3315.391,2412.812,1772.199,4049.555,3675.617,2744.314,2180.123,1945.516,1478.784,2227.047,1334.414,1166.78,1204.147
92,2343.579,2090.669,1579.117,1515.837,3333.16,2389.492,1825.285,4185.609,3536.574,2828.347,2198.126,1995.823,1406.727,2257.971,1284.117,1129.616,1112.969
94,2309.748,1982.051,1525.223,1486.942,3333.828,2385.066,1936.238,4103.461,3654.309,2783.352,2204.092,2008.513,1390.583,2229.029,1235.286,1138.627,1059.98
96,2340.668,2043.324,1601.234,1482.519,3288.848,2285.789,1923.504,4098.551,3680.293,2742.515,2178.954,2048.836,1465.18,2281.815,1254.237,1142.797,1098.703
98,2274.117,2042.727,1520.488,1462.971,3396.117,2338.949,1911.938,4138.996,3745.277,2654.857,2149.739,1934.01,1403.443,2281.841,1256.677,1153.944,1021.563
100,2254.47,2037.283,1543.332,1483.938,3442.098,2333.945,1982.191,4255.902,3708.074,2707.608,2172.547,2013.328,1416.607,2315.419,1334.156,1151.582,1042.771
