time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13,cell 14,cell 15,cell 16
1560,1811.892,2092.642,3086.9,1444.398,1902.906,1927.118,891.662,1879.433,4131.845,1064.091,5900.143,1340.908,518.977,889.623,2334.051,1316.221
1600,1743.775,2079.206,2980.874,1423.59,1843.357,1958.507,916.269,1922.481,4153.342,1081.719,5930.823,1359.008,567.555,866.671,2343.426,1393.725
1640,1741.095,1988.547,3084.41,1384.089,1829.931,1937.402,932.828,1902.528,4132.399,1058.289,5904.023,1427.845,565.586,881.459,2353.715,1377.59
1680,1827.203,2049.127,3031.436,1422.59,1841.547,1953.509,983.083,1888.802,4107.307,1041.885,5860.109,1296.769,528.891,846.867,2269.582,1383.986
1720,1750.066,1948.389,2919.656,1362.782,1841.016,1894.525,883.914,1887.857,3943.066,1066.362,5746.641,1325.701,531.492,864.728,2288.059,1347.201
1760,1717.241,1897.408,2809.115,1280.378,1776.638,1913.194,893.751,1856.833,4079.563,1119.924,5794.083,1384.503,534.434,852.478,2294.004,1337.011
1800,1725.196,1919.459,2813.484,1368.12,1763.674,1923.763,909.246,1857.347,4048.263,1108.445,5657.688,1324.104,534.75,895.342,2186.23,1367.312
1840,1671.87,1727.668,2857.395,1343.883,1692.138,1969.906,867.791,1840.649,3909.31,1067.297,5656.883,1372.838,505.926,899.924,2291.199,1345.573
1880,1712.839,1778.63,2809.974,1398.467,1748.098,1952.371,848.413,1861.854,3903.348,1071.078,5750.565,1355.73,543.168,814.101,2203.559,1354.077
1920,1642.877,1698.38,2744.865,1366.295,1780.194,1981.129,861.201,1768.054,3891.797,1035.711,5618.661,1335.129,534.863,812.028,2249.418,1364.986
1960,1649.544,1763.364,2628.269,1342.693,1690.478,1930.808,821.868,1807.929,4007.696,1072.471,5446.315,1365.403,525.145,844.693,2225.062,1333.034
2000,1739.797,1742.101,2640.648,1316.35,1630.6,1978.922,823.986,1758.255,3971.576,1076.776,5508.422,1370.736,509.234,841.193,2206.559,1339.754
2040,1723.307,1762.623,2662.077,1342.731,1786.911,1982.444,796.507,1785.258,3975.266,1087.656,5559.841,1371.286,516.02,841.794,2203.488,1322.974
2080,1621.576,1719.019,2707.146,1316.734,1775.306,1953.761,828.521,1789.656,3927.247,1152.76,5539.737,1338.671,538.812,837.294,2111.164,1306.759
2120,1695.437,1728.089,2691.759,1291.553,1785.821,1960.051,818.215,1801.05,3880.557,1104.719,5536.206,1407.025,506.164,820.737,2095.219,1269.702
2160,1722.06,1712.136,2658.192,1324.536,1762.15,1984.658,782.791,1730.084,3946.146,1132.117,5546.461,1428.548,524.895,826.392,2199.859,1331.335
2200,1706.237,1764.699,2654.951,1297.785,1736.835,1958.589,809.324,1721.813,3934.763,1124.656,5424.589,1352.376,557.176,786.728,2156.328,1401.731
2240,1653.608,1690.275,2648.361,1291.352,1760.094,2013.299,820.994,1725.14,3841.528,1123.872,5429.471,1412.065,569.762,825.873,2157.91,1318.59
2280,1664.38,1640.272,2605.493,1309.312,1739.511,1958.049,774.307,1693.968,3908.842,1116.638,5436.279,1418.233,538.637,760.528,2094.188,1348.226
2320,1557.741,1750.585,2626.885,1352.069,1763.94,1994.234,766.851,1695.304,3948.627,1074.328,5322.562,1341.434,532.195,797.911,2108.559,1372.989
2360,1626.073,1924.677,2630.802,1336.573,1730.603,1990.326,779.613,1720.135,3809.259,1120.388,5383.883,1348.227,499.918,806.845,2146.191,1367.106
2400,1539.585,1714.288,2578.84,1354.332,1732.094,2018.103,803.94,1628.953,3677.345,1069.242,5233.503,1453.372,537.977,864.25,2071.965,1431.808
2440,1518.889,1699.614,2547.693,1289.797,1724.029,1950.585,780.149,1718.778,3900.063,1095.539,5389.641,1399.479,543.465,794.323,2143.656,1354.619
2480,1540.949,1669.082,2502.493,1333.59,1800.246,2003.288,829.496,1660.443,3789.589,1079.523,5278.911,1354.855,542.535,816.256,2132.23,1474.716
2520,1570.677,1681.377,2456.817,1355.636,1698.071,2041.013,818.269,1684.482,3836.706,1079.76,5269.763,1413.822,533.652,855.028,2151.465,1450.404
2560,1518.778,1626.187,2455.616,1294.04,1713.384,2022.188,807.564,1726.3,3855.978,1026.128,5225.997,1400.515,512.422,778.848,2099.074,1445.307
2600,1489.579,1591.266,2442.198,1320.332,1657.83,2035.366,803.883,1731.593,3777.06,1009.138,5301.117,1383.076,491.75,731.18,2099.613,1510.312
2640,1507.785,1633.972,2463.14,1309.622,1645.685,2083.871,760.16,1749.472,3786.364,1037.177,5270.047,1380.757,601.418,706.228,2078.648,1447.281
2680,1503.12,1667.006,2519.496,1273.926,1602.154,2056.121,819.822,1728.062,3857.915,1080.359,5273.19,1339.155,547.961,762.918,2068.059,1440.613
2720,1587.826,1683.541,2523.61,1315.722,1630.922,2106.266,769.613,1716.157,3812.149,1076.682,5261.753,1296.573,529.148,748.813,2089.848,1429.92
2760,1633.93,1597.791,2519.9,1321.673,1638.96,2135.949,819.186,1747.508,3822.661,1074.279,5176.539,1369.037,583.996,846.627,2072.492,1404.983
2800,1581.472,1590.592,2488.181,1338.407,1670.721,2007.317,817.682,1744.722,3851.975,1076.917,5060.057,1326.162,518.156,789.595,2049.711,1427.244
2840,1539.826,1626.095,2478.851,1282.708,1717.71,2123.391,800.054,1742.859,3882.313,1126.656,5220.547,1405.826,523.066,774.93,2210.301,1408.536
2880,1585.509,1709.07,2423.991,1307.579,1584.27,2072.257,784.344,1717.724,3759.791,1049.862,5113.438,1372.456,573.645,800.187,2114.871,1412.865
2920,1612.661,1711.035,2503.496,1316.063,1562.011,2082.321,772.94,1710.87,3781.747,1085.417,5138.32,1349.176,534.988,755.402,2108.34,1426.312
2960,1670.867,1592.959,2462.132,1295.994,1619.806,2039.328,769.384,1714.42,3780.288,1080.096,5200.388,1373.908,592.48,765.405,2132.406,1446.413
3000,1646.009,1667.791,2434.358,1298.645,1563.915,1949.27,781.633,1688.466,3684.595,1060.612,5140.221,1309.971,530.922,738.617,2126.973,1450.648
3040,1677.408,1642.972,2421.115,1327.238,1581.152,2018.915,833.49,1705.888,3674.766,1112.141,5110.695,1349.524,511.918,787.62,2108.957,1415.808
3080,1614.025,1689.361,2473.049,1295.304,1588.525,1951.926,767.762,1728.003,3716.551,1080.021,5227.464,1263.894,521.867,757.696,2079.004,1455.387
3120,1576.437,1654.326,2453.398,1272.562,1463.951,1982.902,775.43,1644.231,3681.272,1122.727,5236.133,1284.771,518.395,816.335,2157.66,1484.327
3160,1545.133,1525.057,2355.321,1258.748,1525.087,1931.382,798.628,1710.58,3619.516,1078.148,5247.346,1291.192,500.164,759.136,1997.969,1467.765
3200,1557.924,1548.845,2445.616,1192.65,1439.022,1911.531,830.278,1668.206,3683.111,1038.865,5225.896,1241.26,511.254,747.905,2008.516,1502.238
3240,1586.525,1510.557,2350.324,1268.501,1469.895,1973.92,764.372,1681.07,3580.509,1063.294,5255.388,1244.464,470.574,772.829,2062.77,1477.284
3280,1530.563,1513.487,2400.301,1222.169,1478.333,1893.498,791.59,1718.807,3647.636,1057.646,5245.531,1331.19,468.402,809.497,2081.57,1470.032
3320,1548.079,1462.307,2377.527,1234.301,1491.527,1926.272,770.146,1709.146,3620.427,1141.185,5233.172,1377.096,463.734,773.225,2034.539,1471.235
3360,1571.361,1501.522,2432.278,1230.186,1490.625,1940.931,762.12,1657.104,3595.677,1066.539,5211.44,1370.272,500.535,743.93,2028.457,1522.066
3400,1524.095,1508.472,2398.891,1297.172,1511.375,1911.402,801.88,1674.532,3706.323,1087.656,5223.549,1345.873,444.598,815.582,2100.395,1493.905
3440,1530.468,1459.68,2361.745,1264.716,1535.071,1975.234,763.456,1642.32,3687.066,1165.221,5255.62,1364.751,519.566,778.592,2033.629,1472.567
3480,1507.266,1422.462,2368.287,1264.713,1530.176,1905.645,793.9,1672.89,3763.364,1124.943,5280.414,1369.579,476.566,741.528,2056.637,1464.155
3520,1501.927,1398.924,2388.92,1226.619,1490.458,1849.02,817.08,1661.971,3699.807,1165.862,5202.576,1368.252,502.535,805.237,2107.703,1510.96
3560,1508.054,1436.076,2407.57,1204.662,1494.864,1873.031,823.212,1698.045,3595.016,1131.521,5204.727,1328.354,477.887,748.56,2040.879,1423.484
3600,1503.975,1372.411,2357.195,1304.814,1477.393,1869.196,852.02,1752.122,3636.652,1171.893,5345.339,1384.468,497.137,814.706,2071.926,1469.573
3640,1536.775,1445.443,2419.427,1318.937,1496.964,1930.629,841.407,1745.154,3571.709,1164.82,5305.13,1344.748,523.336,816.722,2114.102,1480.691
3680,1512.665,1379.826,2397.756,1308.917,1465.721,1904.163,811.868,1732.768,3667.699,1205.323,5269.573,1372.476,548.527,807.547,2101.379,1448.169
3720,1534.044,1444.63,2415.911,1388.054,1425.321,1914.792,818.968,1774.214,3714.506,1173.799,5271.143,1372.476,500.961,738.829,2039.242,1436.192
3760,1536.722,1421.041,2371.539,1374.089,1435.295,1928.951,818.496,1763.627,3698.497,1178.112,5268.221,1343.323,483.867,860.769,2092.582,1488.083
3800,1513.883,1463.206,2315.057,1358.361,1382.333,1866.134,772.072,1739.662,3548.076,1110.51,5087.354,1386.11,490.113,791.557,2014.336,1436.246
3840,1472.177,1473.794,2368.046,1419.324,1330.507,1858.335,760.415,1681.924,3599.598,1113.99,5133.523,1344.46,451.781,817.275,2090.754,1460.361
3880,1488.854,1473.794,2272.937,1363.415,1429.741,1869.297,754.175,1687.552,3681.304,1183.409,5132.396,1300.37,473.941,831.449,1988.828,1402.496
