time,cell 1,cell 2,cell 3,cell 4,cell 5,cell 6,cell 7,cell 8,cell 9,cell 10,cell 11,cell 12,cell 13
2280,742.775,1087.505,1061.697,1702.499,542.123,842.287,722.167,876.496,1276.87,907.887,1416.182,2064.77,1243.215
2320,775.54,1110.524,1073.225,1712.687,548.785,851.111,711.73,862.952,1283.007,949.575,1415.892,2068.212,1231.009
2360,733.08,1104.56,1042.888,1717.223,570.082,853.237,715.996,849.674,1291.302,938.091,1405.272,2045.454,1257.423
2400,754.214,1144.892,1032.616,1695.663,551.791,869.68,708.557,848.913,1286.778,945.275,1419.442,2057.394,1266.109
2440,735.733,1151.521,1046.38,1638.663,559.627,834.643,717.204,885.785,1253.25,934.551,1416.144,2087.049,1222.186
2480,741.142,1148.342,972.663,1664.08,545.638,822.676,733.694,853.891,1231.772,919.587,1427.064,2037.455,1245.048
2520,724.99,1139.354,983.689,1689,567.322,869.498,727.494,883.719,1273.361,949.069,1379.316,2078.491,1241.202
2560,758.925,1163.716,995.898,1748.014,556.014,828.783,697.091,830.898,1232.274,929.326,1382.546,2048.319,1228.482
2600,747.867,1170.869,947.62,1721.254,551.512,810.93,697.291,891.531,1297.789,951.681,1428.028,2023.721,1221.565
2640,742.154,1145.434,940.622,1704.166,547.237,811.009,691.991,857.898,1246.739,959.754,1418.227,2018.252,1242.573
2680,738.01,1103.748,994.628,1724.018,563.046,809.876,700.052,850.846,1232.857,929.543,1402.858,2069.207,1232.276
2720,716.195,1117.027,946.509,1696.9,577.528,847.278,696.326,851.943,1248.389,936.888,1389.645,2049.768,1223.904
2760,728.649,1121.879,959.35,1721.63,563.742,800.296,669.024,842.656,1242.667,911.348,1423.633,2036.287,1242.367
2800,713.397,1160.46,936.481,1682.127,536.364,804.009,681.83,806.056,1284.439,918.669,1387.045,2012.338,1238.515
2840,716.322,1116.975,959.536,1646.192,544.96,797.811,670.007,866.639,1273.687,905.219,1361.14,2005.989,1225.979
2880,742.205,1110.798,964.616,1725.391,572.213,821.535,682.37,874.639,1297.504,949.502,1427.252,2018.498,1255.641
2920,701.399,1106.382,968.356,1716.419,539.99,840.561,690.254,869.574,1283.459,906.339,1367.913,1961.527,1225.832
2960,731.213,1137.861,947.658,1715.644,541.447,845.385,668.048,848.55,1277.846,954.123,1419.547,2025.276,1259.996
3000,743.661,1186.847,968.734,1734.738,551.686,852.937,691.707,880.228,1260.835,964.206,1400.471,2012.338,1255.136
3040,742.402,1099.742,910.663,1678.806,555.469,831.27,671.3,856.713,1267.896,957.379,1369.633,2038.104,1236.152
3080,709.318,1092.088,914.857,1627.699,562.958,855.048,714.404,908.087,1336.1,972.611,1393.599,2045.068,1289.083
3120,711.028,1065.607,924.082,1623.07,538.748,830.259,698.172,862.506,1288.354,904.996,1343.861,2020.004,1261.533
3160,717.437,1092.274,901.01,1609.431,539.916,818.524,665.496,832.867,1239.572,944.37,1335.486,2002.873,1274.318
3200,727.779,1053.249,888.272,1667.9,539.658,848.652,695.465,857.219,1254.654,963.8,1356.271,2057.685,1270.371
3240,731.955,1107.532,926.188,1699.937,533.784,843.13,716.726,846.928,1278.926,968.282,1399.433,2032.908,1270.143
3280,710.963,1085.742,887.566,1623.613,518.639,827.963,698.233,840.333,1254.035,954.275,1421.621,2026.187,1264.71
3320,698.469,1084.112,890.53,1596.096,528.588,847.031,702.683,849.987,1267.093,1011.344,1418.194,2054.037,1230.264
3360,703.96,1122.436,903.284,1669.123,526.427,832.076,697.052,874.774,1291.491,937.61,1371.231,1975.364,1198.075
3400,707.05,1101.086,912.344,1685.321,537.531,820.561,691.719,845.748,1243.757,936.781,1409.558,2017.001,1233.232
3440,695.466,1120.609,896.941,1659.8,540.414,831.493,672.635,873.781,1318.106,930.222,1404.621,1990.625,1176.462
3480,705.275,1155.609,903.051,1735.02,541.737,839.039,691.65,875.652,1284.902,915.159,1437.983,2000.231,1209.466
3520,685.246,1081.481,873.804,1674.022,551.029,818.307,680.509,846.83,1300.111,911.489,1396.136,1996.378,1217.158
3560,691.009,1096.697,898.327,1671.022,541.802,830.396,678.952,848.633,1300.898,920.499,1395.541,1951.884,1156.705
3600,696.144,1063.45,879.822,1674.8,568.228,830.615,696.304,853.843,1305.431,913.029,1391.433,1920.561,1232.68
